,smoothing,normalization,dimension,wsize,sigma,update_weight,decay_period,thres,F1,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
89,0.0,0,10,125,1.0,0.2,1600,1.07,0.1608218278151425,0.18076605124880776,1.7158837262988473,0.16005121636875144,0.3101736971935053,781.0,403,125.0
90,0.0,1,7,201,2.0,0.2,1000,0.14,0.03969230746065941,0.7398732432973306,0.3689183506920778,0.039355992842956856,0.27295285353028464,2795.0,403,110.0
91,0.0,1,7,175,0.3,0.005,1200,1.3,0.025882869628009997,0.4913199228302199,0.23737137654790616,0.02568306010788617,0.11662531014475798,1830.0,403,47.0
92,0.0,0,10,51,3.0,0.1,1200,0.64,0.0450198560426895,0.3119316616061744,0.42161031288659595,0.04472573839285014,0.13151364761004625,1185.0,403,53.0
93,0.0,0,6,75,1.0,0.2,1400,0.87,0.30296348407181334,0.0471204188468691,3.949536695911589,0.30487804865655366,0.18610421831610316,246.0,403,75.0
94,0.0,1,6,75,0.3,0.2,1400,0.0,0.10084909163892748,0.9999999999724443,0.9999998997794266,0.0999503968229179,0.9999999997518609,4032.0,403,403.0
95,1.0,0,10,125,0.5,0.005,1000,0.39,0.19332949409471903,0.14439239459508427,2.1481289457829265,0.19260400613365117,0.3101736971935053,649.0,403,125.0
96,0.0,1,1,251,1.0,0.3,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0.0
97,1.0,1,8,275,5.0,0.3,400,0.4,0.1376909562533448,0.3270873518785592,1.42622787239247,0.13672727271732893,0.4665012405790319,1375.0,403,188.0
98,1.0,1,3,151,1.5,0.1,5000,0.44,0.05328801383879152,0.31551391567055626,0.5033340044357805,0.052936310996448604,0.1588089329630747,1209.0,403,64.0
99,0.0,0,6,201,5.0,0.005,7000,0.31,0.032025908190243646,0.6888950123811272,0.2953627362163207,0.031758326877158856,0.20347394535893945,2582.0,403,82.0
