,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
170,1,0,151,400,0.01,0.19975215053533296,1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
171,1,0,151,400,0.01,0.11194350963298184,0.1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
172,0,1,51,1600,0.04,0.30357812865291517,1,0.5095067511570817,1.9626821454527599,0.17895204262082806,0.9999999997518609,2252.0,403,403.0
173,0,1,51,1600,0.04,0.18041868208822154,0.1,0.5095067511570817,1.9626821454527599,0.17895204262082806,0.9999999997518609,2252.0,403,403.0
174,0,0,301,2000,0.04,0.872027130250654,1,0.026178010470482835,36.493657112234494,0.8020833331662326,0.9553349873559962,480.0,403,385.0
175,0,0,301,2000,0.04,0.8033592123520344,0.1,0.026178010470482835,36.493657112234494,0.8020833331662326,0.9553349873559962,480.0,403,385.0
176,1,0,225,1400,0.04,0.9035873942083619,1,0.023697988425910775,42.19749634567534,0.8241308791770693,0.9999999997518609,489.0,403,403.0
177,1,0,225,1400,0.04,0.8255683417770229,0.1,0.023697988425910775,42.19749634567534,0.8241308791770693,0.9999999997518609,489.0,403,403.0
178,0,0,101,1400,0.06,0.8147058338300202,1,0.0,6873449.129808078,0.9999999996389891,0.6873449129808077,277.0,403,277.0
179,0,0,101,1400,0.06,0.9955163497852327,0.1,0.0,6873449.129808078,0.9999999996389891,0.6873449129808077,277.0,403,277.0
180,0,1,175,400,0.01,0.19975215053533296,1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
181,0,1,175,400,0.01,0.11194350963298184,0.1,0.8897767979914639,1.1238772348542752,0.11095814977668067,0.9999999997518609,3632.0,403,403.0
182,0,0,11,1200,0.75,0.44999996495192573,1,0.0,2903225.8057312095,0.9999999991452992,0.29032258057312094,117.0,403,117.0
183,0,0,11,1200,0.75,0.976369169244891,0.1,0.0,2903225.8057312095,0.9999999991452992,0.29032258057312094,117.0,403,117.0
184,0,0,51,600,0.14,0.3651115318721763,1,0.0,2233250.619793238,0.9999999988888889,0.22332506197932378,90.0,403,90.0
185,0,0,51,600,0.14,0.9667123358912568,0.1,0.0,2233250.619793238,0.9999999988888889,0.22332506197932378,90.0,403,90.0
186,1,0,251,1000,0.04,0.9307158853599438,1,0.016533480297147053,60.48296749884329,0.8704103669826327,0.9999999997518609,463.0,403,403.0
187,1,0,251,1000,0.04,0.8715285090041446,0.1,0.016533480297147053,60.48296749884329,0.8704103669826327,0.9999999997518609,463.0,403,403.0
188,1,0,75,1600,0.04,0.28469239304731986,1,0.5497382198801395,1.7964784628429173,0.16631842874357217,0.9875930518641208,2393.0,403,398.0
189,1,0,75,1600,0.04,0.16769917746064855,0.1,0.5497382198801395,1.7964784628429173,0.16631842874357217,0.9875930518641208,2393.0,403,398.0
190,0,1,175,1200,0.01,0.2491499008936377,1,0.6693303940295032,1.4940302416697935,0.14230225988198086,0.9999999997518609,2832.0,403,403.0
