,smoothing,normalization,wsize,memory,thres,F1,beta,FPR,RFPR,Prec,Rec,tot_pred,tot_labels,tot_correctly_pred
65,0,1,125,2000,0.03,0.8771118004640119,0.1,0.003736455349312038,102.99944412771612,0.8884758361009383,0.38486312393158406,269.0,621,239.0
66,1,0,101,1000,0.15,0.4661190530289096,1,0.10873085066498031,6.723742415596168,0.342125094171656,0.7310789048742224,1327.0,621,454.0
67,1,0,101,1000,0.15,0.3439367673032913,0.1,0.10873085066498031,6.723742415596168,0.342125094171656,0.7310789048742224,1327.0,621,454.0
68,1,1,275,1400,0.03,0.31653988231682195,1,0.1432307883902948,3.7438285135146585,0.22454484152228288,0.5362318839716214,1483.0,621,333.0
69,1,1,275,1400,0.03,0.22584453335509946,0.1,0.1432307883902948,3.7438285135146585,0.22454484152228288,0.5362318839716214,1483.0,621,333.0
70,0,1,51,1000,0.07,0.3568840086876183,1,0.0356208743301081,8.905715794326124,0.4078674947395719,0.3172302737009291,483.0,621,197.0
71,0,1,51,1000,0.08,0.9003660897802611,0.1,0.0,821256.0385150957,0.9999999980392157,0.08212560385150956,51.0,621,51.0
72,0,0,101,1200,0.05,0.6216384764921515,1,0.05990783410063635,13.359199796780324,0.5081799590482434,0.8003220610627502,978.0,621,497.0
73,0,0,101,1200,0.08,0.9761348700579607,0.1,0.0,2882447.664592199,0.9999999994413408,0.28824476645921987,179.0,621,179.0
74,1,0,275,800,0.05,0.3069363867138757,1,0.2874579648737395,2.974598969787115,0.18703768932063974,0.8550724636304231,2839.0,621,531.0
75,1,0,275,800,0.05,0.18849573050736682,0.1,0.2874579648737395,2.974598969787115,0.18703768932063974,0.8550724636304231,2839.0,621,531.0
76,0,1,175,1800,0.02,0.5746140152939679,1,0.026155187445184268,20.62498823681218,0.6146788989697838,0.5394524958873668,545.0,621,335.0
77,0,1,175,1800,0.02,0.6138312765073874,0.1,0.026155187445184268,20.62498823681218,0.6146788989697838,0.5394524958873668,545.0,621,335.0
78,1,0,301,600,0.05,0.25258536506425494,1,0.2698966247319729,2.4044504492122707,0.15680933851529927,0.6489533010227129,2570.0,621,403.0
79,1,0,301,600,0.05,0.1579956359979358,0.1,0.2698966247319729,2.4044504492122707,0.15680933851529927,0.6489533010227129,2570.0,621,403.0
80,1,0,151,1000,0.1,0.41224327996924764,1,0.177855274627253,4.816738158088956,0.27142857141472304,0.8566827695882959,1960.0,621,532.0
81,1,0,151,1000,0.1,0.27327698335859435,0.1,0.177855274627253,4.816738158088956,0.27142857141472304,0.8566827695882959,1960.0,621,532.0
82,1,1,101,1000,0.05,0.5394101431891303,1,0.09229044712800734,8.776455682796373,0.4043408359803584,0.8099838968099865,1244.0,621,503.0
83,1,1,101,1000,0.08,0.4856446433326297,0.1,0.013077593722592134,12.682780097102352,0.4951923074542345,0.16586151366089188,208.0,621,103.0
84,1,0,11,400,0.19,0.14110013328773224,1,0.7791754888432038,1.0788065258275454,0.07701386839662122,0.8405797100095685,6778.0,621,522.0
85,1,0,11,400,1.36,0.6455525767567579,0.1,0.0,177133.65536600104,0.9999999909090911,0.017713365536600103,11.0,621,11.0
86,0,0,151,2000,0.03,0.5575757088395105,1,0.05604683023968057,11.894793590092481,0.4791666666112076,0.666666666559313,864.0,621,414.0
87,0,0,151,2000,0.06,0.9706044823028112,0.1,0.0,2463768.1155452873,0.9999999993464053,0.2463768115545287,153.0,621,153.0
88,1,1,101,1000,0.05,0.5034964606517893,1,0.10922904471155526,7.430198276394647,0.3649529326310678,0.8115942027678593,1381.0,621,504.0
89,1,1,101,1000,0.07,0.3969018866140464,0.1,0.038859135632845196,8.536529911602269,0.39768339760662486,0.33172302732178377,518.0,621,206.0
90,1,1,101,200,0.07,0.19595310725608067,1,0.23913314235597044,1.858564037329789,0.12568306010356636,0.44444444437287534,2196.0,621,276.0
91,1,1,101,200,0.08,0.17580931666747468,0.1,0.061277867728717426,2.7592645749150453,0.1758793969554641,0.16908212557663735,597.0,621,105.0
92,1,1,251,800,0.03,0.30932354805798357,1,0.21061153318955522,3.234196562955802,0.2000946073699104,0.6811594201801676,2114.0,621,423.0
93,1,1,251,800,0.03,0.20150359513555938,0.1,0.21061153318955522,3.234196562955802,0.2000946073699104,0.6811594201801676,2114.0,621,423.0
94,0,1,201,1600,0.01,0.16190847162327543,1,0.8007223813575698,1.2488721412486614,0.0880851063817293,0.9999999998389695,7050.0,621,621.0
95,0,1,201,1600,0.01,0.08888765177414334,0.1,0.8007223813575698,1.2488721412486614,0.0880851063817293,0.9999999998389695,7050.0,621,621.0
96,0,0,201,1400,0.04,0.42092742856828125,1,0.005355586000680588,53.21898156599438,0.8045454541797521,0.2850241545434744,220.0,621,177.0
97,0,0,201,1400,0.04,0.7902830950048281,0.1,0.005355586000680588,53.21898156599438,0.8045454541797521,0.2850241545434744,220.0,621,177.0
98,0,1,225,2000,0.01,0.1708155530702096,1,0.750902976700076,1.3317297942546416,0.09338345864521228,0.9999999998389695,6650.0,621,621.0
99,0,1,225,2000,0.01,0.09422928923937278,0.1,0.750902976700076,1.3317297942546416,0.09338345864521228,0.9999999998389695,6650.0,621,621.0
100,1,0,201,600,0.07,0.30519656226162056,1,0.30651388715523087,2.915755378454405,0.18401856763315588,0.8937198066193689,3016.0,621,555.0
101,1,0,201,600,0.07,0.18547683231448253,0.1,0.30651388715523087,2.915755378454405,0.18401856763315588,0.8937198066193689,3016.0,621,555.0
102,1,0,75,200,0.19,0.32005787949712405,1,0.06713164777597296,5.3011820558803695,0.29078947364594876,0.3558776166898748,760.0,621,221.0
103,1,0,75,200,0.19,0.29131692063264275,0.1,0.06713164777597296,5.3011820558803695,0.29078947364594876,0.3558776166898748,760.0,621,221.0
104,0,0,75,1800,0.06,0.6068440565256732,1,0.03674181093490171,17.487170940281434,0.5749279538076473,0.6425120771912219,694.0,621,399.0
105,0,0,75,1800,0.1,0.9788277874654976,0.1,0.0,3140096.6178518366,0.9999999994871795,0.31400966178518364,195.0,621,195.0
106,1,1,275,1600,0.03,0.3221410770158414,1,0.1373770083430393,3.8799133165979383,0.23082287306619087,0.5330112720558758,1434.0,621,331.0
107,1,1,275,1600,0.03,0.23212582715438154,0.1,0.1373770083430393,3.8799133165979383,0.23082287306619087,0.5330112720558758,1434.0,621,331.0
108,0,0,251,1400,0.03,0.4312499542246142,1,0.01644040353697297,20.275129197230775,0.6106194688464249,0.3333333332796565,339.0,621,207.0
109,0,0,251,1400,0.03,0.6056311762293694,0.1,0.01644040353697297,20.275129197230775,0.6106194688464249,0.3333333332796565,339.0,621,207.0
110,1,1,225,800,0.04,0.24695455064079094,1,0.1198156682012727,2.997086560446607,0.18818565399255816,0.3590982286056203,1185.0,621,223.0
111,1,1,225,800,0.04,0.18907660075628713,0.1,0.1198156682012727,2.997086560446607,0.18818565399255816,0.3590982286056203,1185.0,621,223.0
112,1,0,175,200,0.08,0.2023598520682078,1,0.30215468924770017,1.827986724703397,0.12387143372611516,0.5523349435503486,2769.0,621,343.0
113,1,0,175,200,0.08,0.12483017047601885,0.1,0.30215468924770017,1.827986724703397,0.12387143372611516,0.5523349435503486,2769.0,621,343.0
114,1,0,251,400,0.06,0.3066871273560971,1,0.19703574542038815,3.260889285502253,0.2014134275516702,0.6425120771912219,1981.0,621,399.0
115,1,0,251,400,0.06,0.20279182243171578,0.1,0.19703574542038815,3.260889285502253,0.2014134275516702,0.6425120771912219,1981.0,621,399.0
116,0,1,301,1200,0.01,0.29995698705841345,1,0.16901233030054785,3.325180155673812,0.20457209846397584,0.5619967792975851,1706.0,621,349.0
117,0,1,301,1200,0.01,0.20586840252404826,0.1,0.16901233030054785,3.325180155673812,0.20457209846397584,0.5619967792975851,1706.0,621,349.0
118,1,0,101,2000,0.15,0.6183574388577677,1,0.04732843442461915,15.242751078125977,0.5410628018670214,0.721417069126986,828.0,621,448.0
119,1,0,101,2000,0.16,0.5450523256782741,0.1,0.03811184456298279,15.464232731747419,0.5446428570618091,0.5893719805814216,672.0,621,366.0
120,0,1,11,1600,0.19,0.16195069576538787,1,0.8004732843342823,1.249260774198788,0.08811010215539004,0.9999999998389695,7048.0,621,621.0
121,0,1,11,1600,0.73,0.6455525767567579,0.1,0.0,177133.65536600104,0.9999999909090911,0.017713365536600103,11.0,621,11.0
122,1,0,51,1000,0.3,0.32695979872939235,1,0.03163532195750859,8.704240429164921,0.4023529410817993,0.27536231879623796,425.0,621,171.0
123,1,0,51,1000,0.31,0.4223094100724532,0.1,0.019678664839710067,9.655895813417448,0.4275362317291535,0.19001610302898292,276.0,621,118.0
124,0,1,25,2000,0.14,0.25055724928046463,1,0.1670195541142481,2.7092378831817827,0.1732429099769887,0.452495974162239,1622.0,621,281.0
125,0,1,25,2000,0.17,0.3865793886095481,0.1,0.012081205629442256,8.530500300621314,0.39751552770340653,0.10305958130385515,161.0,621,64.0
126,0,1,151,1400,0.02,0.32483695868245854,1,0.2746294681744348,3.2132288987679605,0.1990555757283307,0.8824476649142596,2753.0,621,548.0
127,0,1,151,1400,0.02,0.20059362549422108,0.1,0.2746294681744348,3.2132288987679605,0.1990555757283307,0.8824476649142596,2753.0,621,548.0
128,0,1,101,600,0.03,0.5409428806067593,1,0.06912442396227271,10.156936458842116,0.43995963668617966,0.7020933976325132,991.0,621,436.0
129,0,1,101,600,0.04,0.9530890183913429,0.1,0.0,1674718.1961876461,0.9999999990384616,0.16747181961876462,104.0,621,104.0
130,0,1,11,1800,0.2,0.16642099505580477,1,0.774816290935673,1.2906283495517739,0.09076293481305521,0.9999999998389695,6842.0,621,621.0
131,0,1,11,1800,0.79,0.6455525767567579,0.1,0.0,177133.65536600104,0.9999999909090911,0.017713365536600103,11.0,621,11.0
132,0,0,275,1400,0.02,0.5185184703132506,1,0.06464067754309827,9.939733116032471,0.43464052282847054,0.6425120771912219,918.0,621,399.0
133,0,0,275,1400,0.03,0.7120219655043993,0.1,0.009963880931498768,33.29221820097226,0.7202797200278742,0.33172302732178377,286.0,621,206.0
134,1,1,125,1400,0.07,0.4957677980211425,1,0.0001245485116437346,2648.348680708086,0.9951456305848808,0.330112721363911,206.0,621,205.0
135,1,1,125,1400,0.07,0.9756841761269855,0.1,0.0001245485116437346,2648.348680708086,0.9951456305848808,0.330112721363911,206.0,621,205.0
136,1,0,275,1600,0.05,0.457758581445418,1,0.145472661599882,5.87788706439953,0.31253678632651344,0.8550724636304231,1699.0,621,531.0
137,1,0,275,1600,0.06,0.4928453788157094,0.1,0.026279735956828,12.683995966612956,0.4952153108863121,0.3333333332796565,418.0,621,207.0
138,0,0,301,1000,0.02,0.5349740451078427,1,0.06351974093830465,10.470057084169875,0.44745395444772984,0.6650563606014402,923.0,621,413.0
139,0,0,301,1000,0.02,0.44890814525547523,0.1,0.06351974093830465,10.470057084169875,0.44745395444772984,0.6650563606014402,923.0,621,413.0
